County,County Abbr,Dirty-Site,Clean-Site,Clean-Site-Abbr
Adams,ADA,ADA 130-092-36,130-092-36,ADA 130-092-36
Adams,ADA,ADA-130-092-36,130-092-36,ADA 130-092-36
Adams,ADA,ADA 132-097-16,132-097-16,ADA 132-097-16
Adams,ADA,ADA-132-097-16,132-097-16,ADA 132-097-16
Adams,ADA,Blaha Cedar Creek,Blaha Cedar Creek,ADA Blaha Cedar Creek
Adams,ADA,ADA Blaha Dozer Q,Blaha Dozer Q,ADA Blaha Dozer Q
Adams,ADA,Blaha Dozer Q,Blaha Dozer Q,ADA Blaha Dozer Q
Adams,ADA,ADA Blaha EZ Encha,Blaha EZ Encha,ADA Blaha EZ Encha
Adams,ADA,Blaha EZ Encha,Blaha EZ Encha,ADA Blaha EZ Encha
Adams,ADA,Blaha South Russian Slough,Blaha South Russian Slough,ADA Blaha South Russian Slough
Adams,ADA,ADA Blaha Wolf Butte,Blaha Wolf Butte,ADA Blaha Wolf Butte
Adams,ADA,Blaha Wolf Butte,Blaha Wolf Butte,ADA Blaha Wolf Butte
Adams,ADA,ADA Dayton,Dayton,ADA Dayton
Adams,ADA,Dayton,Dayton,ADA Dayton
Adams,ADA,ADA HREC,HREC,ADA HREC
Adams,ADA,ADA HREC 1,HREC,ADA HREC
Adams,ADA,HREC,HREC,ADA HREC
Barnes,BAR,BAR-141-061-28,141-061-28,BAR 141-061-28
Barnes,BAR,BAR 142-059-12,142-059-12,BAR 142-059-12
Barnes,BAR,BAR-142-059-12,142-059-12,BAR 142-059-12
Barnes,BAR,BAR Boom,Boom,BAR Boom
Barnes,BAR,Boom,Boom,BAR Boom
Barnes,BAR,BAR Clausen Springs WMA,Clausen Springs WMA,BAR Clausen Springs WMA
Barnes,BAR,Clausen Springs WMA,Clausen Springs WMA,BAR Clausen Springs WMA
Barnes,BAR,CLAUSEN SPRINGS WMA,Clausen Springs WMA,BAR Clausen Springs WMA
Barnes,BAR,BAR Legge,Legge,BAR Legge
Barnes,BAR,Legge,Legge,BAR Legge
Barnes,BAR,BAR Lettenmaier WPA,Lettenmaier WPA,BAR Lettenmaier WPA
Barnes,BAR,Lettenmaier WPA,Lettenmaier WPA,BAR Lettenmaier WPA
Barnes,BAR,Lettenmeier WPA,Lettenmaier WPA,BAR Lettenmaier WPA
Barnes,BAR,BAR Olson WMA,Olson WMA,BAR Olson WMA
Barnes,BAR,Olson WMA,Olson WMA,BAR Olson WMA
Barnes,BAR,Rasmusson,Rasmusson,BAR Rasmusson
Barnes,BAR,BAR Stoney Slough WPA,Stoney Slough WPA,BAR Stoney Slough WPA
Barnes,BAR,Stoney Slough WPA,Stoney Slough WPA,BAR Stoney Slough WPA
Benson,BEN,BEN 151-070-14,151-070-14,BEN 151-070-14
Benson,BEN,BEN-151-070-14,151-070-14,BEN 151-070-14
Benson,BEN,BEN-151-70-14,151-070-14,BEN 151-070-14
Benson,BEN,BEN-151-070-16,151-070-16,BEN 151-070-16
Benson,BEN,BEN 156-071-16,156-071-16,BEN 156-071-16
Benson,BEN,BEN-156-071-16,156-071-16,BEN 156-071-16
Benson,BEN,BEN Deep Valley WPA,Deep Valley WPA,BEN Deep Valley WPA
Benson,BEN,Deep Valley WPA,Deep Valley WPA,BEN Deep Valley WPA
Benson,BEN,BEN Elstad,Elstad,BEN Elstad
Benson,BEN,BEN ELSTAD,Elstad,BEN Elstad
Benson,BEN,BEN-Elstad,Elstad,BEN Elstad
Benson,BEN,Knox WPA,Knox WPA,BEN Knox WPA
Benson,BEN,BEN Orts,Orts,BEN Orts
Benson,BEN,Orts,Orts,BEN Orts
Benson,BEN,Sully's Hill,Sully's Hill NWR,BEN Sully's Hill NWR
Benson,BEN,Sully's Hill NWR,Sully's Hill NWR,BEN Sully's Hill NWR
Benson,BEN,BEN Sully's Lake NWR,Sully's Lake NWR,BEN Sully's Lake NWR
Benson,BEN,SULLY'S LAKE NWR,Sully's Lake NWR,BEN Sully's Lake NWR
Benson,BEN,BEN Twin Lakes WPA,Twin Lakes WPA,BEN Twin Lakes WPA
Benson,BEN,Twin Lakes WPA,Twin Lakes WPA,BEN Twin Lakes WPA
Benson,BEN,White Horse Hill NWR,White Horse Hill NWR,BEN White Horse Hill NWR
Billings,BIL,BIL 144-099-36,144-099-36,BIL 144-099-36
Billings,BIL,BIL-144-099-36,144-099-36,BIL 144-099-36
Billings,BIL,BIL Bull Creek WMA,Bull Creek WMA,BIL Bull Creek WMA
Billings,BIL,Billings Bull Creek ,Bull Creek WMA,BIL Bull Creek WMA
Billings,BIL,Bull Creek WMA,Bull Creek WMA,BIL Bull Creek WMA
Billings,BIL,BIL Little Missouri NG 1,Little Missouri NG 1,BIL Little Missouri NG 1
Billings,BIL,BIL-Little Missouri NG 1,Little Missouri NG 1,BIL Little Missouri NG 1
Billings,BIL,BIL Little Missouri NG 2,Little Missouri NG 2,BIL Little Missouri NG 2
Billings,BIL,BIL-Little Missouri NG 2,Little Missouri NG 2,BIL Little Missouri NG 2
Billings,BIL,BIL Little Missouri NG 3,Little Missouri NG 3,BIL Little Missouri NG 3
Billings,BIL,BIL-Little Missouri NG 3,Little Missouri NG 3,BIL Little Missouri NG 3
Billings,BIL,BIL-Little Missouri NG 4,Little Missouri NG 4,BIL Little Missouri NG 4
Billings,BIL,BIL Odermann East,Odermann East,BIL Odermann East
Billings,BIL,Odermann East,Odermann East,BIL Odermann East
Billings,BIL,Odermann West,Odermann West,BIL Odermann West
Billings,BIL,BIL Shade,Shade,BIL Shade
Billings,BIL,Shade,Shade,BIL Shade
Bottineau,BOT,BOT 160-080-36,160-080-36,BOT 160-080-36
Bottineau,BOT,BOT-160-080-36,160-080-36,BOT 160-080-36
Bottineau,BOT,BOT 164-083-36,164-083-36,BOT 164-083-36
Bottineau,BOT,BOT-146-083-36,164-083-36,BOT 164-083-36
Bottineau,BOT,BOT-164-083-36,164-083-36,BOT 164-083-36
Bottineau,BOT,Beatty WPA,Beatty WPA,BOT Beatty WPA
Bottineau,BOT,BOT JCS NWR 1,JCS NWR 1,BOT JCS NWR 1
Bottineau,BOT,BOT JCS NWR 1 ,JCS NWR 1,BOT JCS NWR 1
Bottineau,BOT,BOT-JCS NWR 1,JCS NWR 1,BOT JCS NWR 1
Bottineau,BOT,BOT JCS NWR 2,JCS NWR 2,BOT JCS NWR 2
Bottineau,BOT,BOT-JCS NWR 2,JCS NWR 2,BOT JCS NWR 2
Bottineau,BOT,BOT JCS NWR 3,JCS NWR 3,BOT JCS NWR 3
Bottineau,BOT,BOT-JCS NWR 3,JCS NWR 3,BOT JCS NWR 3
Bottineau,BOT,BOT JCS NWR 4,JCS NWR 4,BOT JCS NWR 4
Bottineau,BOT,BOT JCS NWR 4 ,JCS NWR 4,BOT JCS NWR 4
Bottineau,BOT,BOT-JCS NWR 4,JCS NWR 4,BOT JCS NWR 4
Bottineau,BOT,BOT Lansford WPA,Lansford WPA,BOT Lansford WPA
Bottineau,BOT,Lansford WPA,Lansford WPA,BOT Lansford WPA
Bottineau,BOT,Turtle Mountain WMA,Turtle Mountain WMA,BOT Turtle Mountain WMA
Bowman,BOW,BOW 130-103-36,130-103-36,BOW 130-103-36
Bowman,BOW,BOW-130-103-36,130-103-36,BOW 130-103-36
Bowman,BOW,BOW 131-105-36,131-105-36,BOW 131-105-36
Bowman,BOW,BOW-131-105-36,131-105-36,BOW 131-105-36
Bowman,BOW,BOW-132-102-36,132-102-36,BOW 132-102-36
Bowman,BOW,Alkali Creek WMA,Alkali Creek WMA,BOW Alkali Creek WMA
Bowman,BOW,BOW Alkali Creek WMA,Alkali Creek WMA,BOW Alkali Creek WMA
Bowman,BOW,Bowman Alkali Creek,Alkali Creek WMA,BOW Alkali Creek WMA
Bowman,BOW,BOW Hansen,Hansen,BOW Hansen
Bowman,BOW,Hansen,Hansen,BOW Hansen
Bowman,BOW,BOW Kromerek,Kromerek,BOW Kromerek
Bowman,BOW,Kromerek,Kromerek,BOW Kromerek
Bowman,BOW,BOW Spring Creek WMA,Spring Creek WMA,BOW Spring Creek WMA
Bowman,BOW,Spring Creek,Spring Creek WMA,BOW Spring Creek WMA
Bowman,BOW,Spring Creek WMA,Spring Creek WMA,BOW Spring Creek WMA
Bowman,BOW,Tom Fish,Tom Fish,BOW Tom Fish
Bowman,BOW,BOW White,White,BOW White
Bowman,BOW,White,White,BOW White
Burke,BRK,BRK 162-094-36,162-094-36,BRK 162-094-36
Burke,BRK,BRK-162-094-36,162-094-36,BRK 162-094-36
Burke,BRK,BRK Des Lacs NWR 1,Des Lacs NWR 1,BRK Des Lacs NWR 1
Burke,BRK,BRK-Des Lacs NWR 1,Des Lacs NWR 1,BRK Des Lacs NWR 1
Burke,BRK,BRK Des Lacs NWR 2,Des Lacs NWR 2,BRK Des Lacs NWR 2
Burke,BRK,BRK-Des Lacs NWR 2,Des Lacs NWR 2,BRK Des Lacs NWR 2
Burke,BRK,BRK Lostwood NWR 1,Lostwood NWR 1,BRK Lostwood NWR 1
Burke,BRK,BRK-Lostwood NWR 1,Lostwood NWR 1,BRK Lostwood NWR 1
Burke,BRK,BRK Lostwood NWR 2,Lostwood NWR 2,BRK Lostwood NWR 2
Burke,BRK,BRK-Lostwood NWR 2,Lostwood NWR 2,BRK Lostwood NWR 2
Burke,BRK,BRK Staael North,Staael North,BRK Staael North
Burke,BRK,Staael North,Staael North,BRK Staael North
Burke,BRK,Staael north 1,Staael North,BRK Staael North
Burke,BRK,BRK Staael South 1,Staael South 1,BRK Staael South 1
Burke,BRK,Staael South 1,Staael South 1,BRK Staael South 1
Burke,BRK,Staael south 1,Staael South 1,BRK Staael South 1
Burke,BRK,Staael South 2,Staael South 2,BRK Staael South 2
Burke,BRK,Staael South 3,Staael South 3,BRK Staael South 3
Burleigh,BUR,BRL-137-078-36,137-078-36,BUR 137-078-36
Burleigh,BUR,BUR 137-078-36,137-078-36,BUR 137-078-36
Burleigh,BUR,BUR-137-078-36,137-078-36,BUR 137-078-36
Burleigh,BUR,BRL-141-075-36,141-075-36,BUR 141-075-36
Burleigh,BUR,BUR-141-075-36,141-075-36,BUR 141-075-36
Burleigh,BUR,BRL-141-078-16,141-078-16,BUR 141-078-16
Burleigh,BUR,BUR 141-078-16,141-078-16,BUR 141-078-16
Burleigh,BUR,Art Brazda WMA,Art Brazda WMA,BUR Art Brazda WMA
Burleigh,BUR,BUR Art Brazda WMA,Art Brazda WMA,BUR Art Brazda WMA
Burleigh,BUR,BUR Cutting,Cutting,BUR Cutting
Burleigh,BUR,Cutting,Cutting,BUR Cutting
Burleigh,BUR,BRL-Long Lake NWR,Long Lake NWR,BUR Long Lake NWR
Burleigh,BUR,BUR Long Lake NWR 1,Long Lake NWR,BUR Long Lake NWR
Burleigh,BUR,BUR Rath/Wonnenburg WPA,Rath/Wonnenburg WPA,BUR Rath/Wonnenburg WPA
Burleigh,BUR,Rath/Wonnenburg WPA,Rath/Wonnenburg WPA,BUR Rath/Wonnenburg WPA
Burleigh,BUR,Russ Stuart WMA,Russ Stuart WMA,BUR Russ Stuart WMA
Burleigh,BUR,BUR RW Henderson WMA,RW Henderson WMA,BUR RW Henderson WMA
Burleigh,BUR,RW Henderson,RW Henderson WMA,BUR RW Henderson WMA
Burleigh,BUR,RW Henderson WMA,RW Henderson WMA,BUR RW Henderson WMA
Cass,CAS,Alice WPA,Alice WPA 1,CAS Alice WPA 1
Cass,CAS,Alice WPA 1,Alice WPA 1,CAS Alice WPA 1
Cass,CAS,CAS Alice WPA 1,Alice WPA 1,CAS Alice WPA 1
Cass,CAS,Alice WPA 2,Alice WPA 2,CAS Alice WPA 2
Cass,CAS,CAS Alice WPA 2,Alice WPA 2,CAS Alice WPA 2
Cass,CAS,CAS Erie Dam WMA,Erie Dam WMA,CAS Erie Dam WMA
Cass,CAS,Erie Dam WMA,Erie Dam WMA,CAS Erie Dam WMA
Cass,CAS,Erie Dam WMA 2,Erie Dam WMA 2,CAS Erie Dam WMA 2
Cass,CAS,CAS Hamilton Wills WMA,Hamilton Wills WMA,CAS Hamilton Wills WMA
Cass,CAS,Hamilton Wills,Hamilton Wills WMA,CAS Hamilton Wills WMA
Cass,CAS,Hamilton Wills WMA,Hamilton Wills WMA,CAS Hamilton Wills WMA
Cass,CAS,CAS Kemmer WPA,Kemmer WPA,CAS Kemmer WPA
Cass,CAS,Kemmer WPA,Kemmer WPA,CAS Kemmer WPA
Cass,CAS,CAS Stordalen,Stordalen,CAS Stordalen
Cass,CAS,Stordalen,Stordalen,CAS Stordalen
Cass,CAS,STORDALEN,Stordalen,CAS Stordalen
Cass,CAS,Torgerson,Torgerson,CAS Torgerson
Cass,CAS,CAS Trego,Trego,CAS Trego
Cass,CAS,Trego,Trego,CAS Trego
Cass,CAS,TREGO,Trego,CAS Trego
Cavalier,CAV,Billings Lake WPA,Billings Lake WPA,CAV Billings Lake WPA
Cavalier,CAV,CAV Billings Lake WPA,Billings Lake WPA,CAV Billings Lake WPA
Cavalier,CAV,CAV Mulberry Creek WPA,Mulberry Creek WPA,CAV Mulberry Creek WPA
Cavalier,CAV,Mulberry Creek WPA,Mulberry Creek WPA,CAV Mulberry Creek WPA
Cavalier,CAV,MULBERRY CREEK WPA,Mulberry Creek WPA,CAV Mulberry Creek WPA
Cavalier,CAV,CAV Pembina Hills WMA,Pembina Hills WMA,CAV Pembina Hills WMA
Cavalier,CAV,Pembina Hills WMA,Pembina Hills WMA,CAV Pembina Hills WMA
Cavalier,CAV,CAV Pung WPA,Pung WPA,CAV Pung WPA
Cavalier,CAV,Pung WPA,Pung WPA,CAV Pung WPA
Cavalier,CAV,PUNG WPA,Pung WPA,CAV Pung WPA
Cavalier,CAV,CAV Schill,Schill,CAV Schill
Cavalier,CAV,Schill,Schill,CAV Schill
Cavalier,CAV,Stinkeoway WPA,Stinkeoway WPA,CAV Stinkeoway WPA
Cavalier,CAV,Thorson WPA,Thorson WPA,CAV Thorson WPA
Cavalier,CAV,CAV Ullyot WPA,Ullyot WPA,CAV Ullyot WPA
Cavalier,CAV,Ullyot,Ullyot WPA,CAV Ullyot WPA
Cavalier,CAV,Ullyot WPA,Ullyot WPA,CAV Ullyot WPA
Cavalier,CAV,CAV Wengeler WPA,Wengeler WPA,CAV Wengeler WPA
Cavalier,CAV,Wengeler,Wengeler WPA,CAV Wengeler WPA
Cavalier,CAV,Wengeler WPA,Wengeler WPA,CAV Wengeler WPA
Dickey,DIC,Bluestem Prairie WMA,Bluestem Prairie WMA,DIC Bluestem Prairie WMA
Dickey,DIC,DIC Bluestem Prairie WMA,Bluestem Prairie WMA,DIC Bluestem Prairie WMA
Dickey,DIC,Brummond,Brummond,DIC Brummond
Dickey,DIC,Burkhardt,Burkhardt,DIC Burkhardt
Dickey,DIC,DIC Burkhardt,Burkhardt,DIC Burkhardt
Dickey,DIC,DIC Grunneich WPA,Grunneich WPA,DIC Grunneich WPA
Dickey,DIC,Grunneich WPA,Grunneich WPA,DIC Grunneich WPA
Dickey,DIC,DIC Johnson's Gulch WMA,Johnson's Gulch WMA,DIC Johnson's Gulch WMA
Dickey,DIC,Johnson's Gulch WMA,Johnson's Gulch WMA,DIC Johnson's Gulch WMA
Dickey,DIC,DIC Lazy M WPA,Lazy M WPA,DIC Lazy M WPA
Dickey,DIC,Lazy M WPA,Lazy M WPA,DIC Lazy M WPA
Dickey,DIC,DIC Maple River WMA,Maple River WMA,DIC Maple River WMA
Dickey,DIC,Maple River WMA,Maple River WMA,DIC Maple River WMA
Dickey,DIC,DIC Sand,Sand,DIC Sand
Dickey,DIC,Sand,Sand,DIC Sand
Dickey,DIC,Sand 2,Sand 2,DIC Sand 2
Divide,DIV,DIV 161-101-36,161-101-36,DIV 161-101-36
Divide,DIV,DIV-161-101-36,161-101-36,DIV 161-101-36
Divide,DIV,DIV 161-102-16,161-102-16,DIV 161-102-16
Divide,DIV,DIV-161-102-16,161-102-16,DIV 161-102-16
Divide,DIV,DIV-162-102-36,162-102-36,DIV 162-102-36
Divide,DIV,DIV Drawbond WPA,Drawbond WPA,DIV Drawbond WPA
Divide,DIV,Drawbond WPA,Drawbond WPA,DIV Drawbond WPA
Divide,DIV,Gillund,Gillund,DIV Gillund
Divide,DIV,DIV Hall,Hall,DIV Hall
Divide,DIV,Hall,Hall,DIV Hall
Divide,DIV,DIV Salt Flats WMA,Salt Flats WMA,DIV Salt Flats WMA
Divide,DIV,Salt Flats WMA,Salt Flats WMA,DIV Salt Flats WMA
Divide,DIV,DIV Soo Grade WPA,Soo Grade WPA,DIV Soo Grade WPA
Divide,DIV,Soo Grade WPA,Soo Grade WPA,DIV Soo Grade WPA
Divide,DIV,DIV Wenstad,Wenstad,DIV Wenstad
Divide,DIV,Wenstad,Wenstad,DIV Wenstad
Dunn,DUN,DUN 142-093-16,142-093-16,DUN 142-093-16
Dunn,DUN,DUN-142-093-16,142-093-16,DUN 142-093-16
Dunn,DUN,DUN-142-097-16,142-097-16,DUN 142-097-16
Dunn,DUN,DUN-146-091-16,146-091-16,DUN 146-091-16
Dunn,DUN,DUN Killdeer Mtns WMA,Killdeer Mtns WMA,DUN Killdeer Mtns WMA
Dunn,DUN,Killdeer Mtns WMA 1,Killdeer Mtns WMA,DUN Killdeer Mtns WMA
Dunn,DUN,DUN Killdeer Mtns WMA 2,Killdeer Mtns WMA 2,DUN Killdeer Mtns WMA 2
Dunn,DUN,Killdeer Mtns WMA 2,Killdeer Mtns WMA 2,DUN Killdeer Mtns WMA 2
Dunn,DUN,DUN Lake Ilo NWR,Lake Ilo NWR,DUN Lake Ilo NWR
Dunn,DUN,Lake Ilo NWR,Lake Ilo NWR,DUN Lake Ilo NWR
Dunn,DUN,DUN Tuhy,Tuhy,DUN Tuhy
Dunn,DUN,Tuhy,Tuhy,DUN Tuhy
Dunn,DUN,TUHY,Tuhy,DUN Tuhy
Dunn,DUN,DUN Voigt,Voigt,DUN Voigt
Dunn,DUN,Voigt,Voigt,DUN Voigt
Dunn,DUN,DUN Zahn,Zahn,DUN Zahn
Dunn,DUN,Zahn,Zahn,DUN Zahn
Eddy,EDD,EDD 150-065-7,150-065-07,EDD 150-065-07
Eddy,EDD,EDD-150-065-07,150-065-07,EDD 150-065-07
Eddy,EDD,EDD-150-065-7,150-065-07,EDD 150-065-07
Eddy,EDD,EDD 150-065-24,150-065-24,EDD 150-065-24
Eddy,EDD,EDD-150-065-24,150-065-24,EDD 150-065-24
Eddy,EDD,EDD 150-067-3,150-067-03,EDD 150-067-03
Eddy,EDD,EDD-150-067-3,150-067-03,EDD 150-067-03
Eddy,EDD,EDD-150-67-03,150-067-03,EDD 150-067-03
Eddy,EDD,EDD Haven WPA,Haven WPA,EDD Haven WPA
Eddy,EDD,Haven WPA,Haven WPA,EDD Haven WPA
Eddy,EDD,HAVEN WPA,Haven WPA,EDD Haven WPA
Eddy,EDD,EDD Lake Washington WMA,Lake Washington WMA,EDD Lake Washington WMA
Eddy,EDD,Lake Washington WMA,Lake Washington WMA,EDD Lake Washington WMA
Eddy,EDD,Langley WPA,Langley WPA,EDD Langley WPA
Eddy,EDD,EDD-Larson WPA,Larson WPA,EDD Larson WPA
Eddy,EDD,EDD Swan Lake WPA,Swan Lake WPA,EDD Swan Lake WPA
Eddy,EDD,Swan Lake WPA,Swan Lake WPA,EDD Swan Lake WPA
Eddy,EDD,EDD Wallace WPA,Wallace WPA,EDD Wallace WPA
Eddy,EDD,Wallace,Wallace WPA,EDD Wallace WPA
Eddy,EDD,Wallace WPA,Wallace WPA,EDD Wallace WPA
Emmons,EMM,EMM 129-077-16,129-077-16,EMM 129-077-16
Emmons,EMM,EMM-129-077-16,129-077-16,EMM 129-077-16
Emmons,EMM,EMM-132-078-16,132-078-16,EMM 132-078-16
Emmons,EMM,EMM 133-074-16,133-074-16,EMM 133-074-16
Emmons,EMM,EMM-133-074-16,133-074-16,EMM 133-074-16
Emmons,EMM,EMM Hague WMA,Hague WMA,EMM Hague WMA
Emmons,EMM,Hague WMA,Hague WMA,EMM Hague WMA
Emmons,EMM,Krumm,Krumm,EMM Krumm
Emmons,EMM,EMM Kurtz WPA,Kurtz WPA,EMM Kurtz WPA
Emmons,EMM,Emmons Kurtz,Kurtz WPA,EMM Kurtz WPA
Emmons,EMM,Kurtz WPA,Kurtz WPA,EMM Kurtz WPA
Emmons,EMM,EMM MacLean Bottoms WMA,MacLean Bottoms WMA,EMM MacLean Bottoms WMA
Emmons,EMM,MacLean Bottoms,MacLean Bottoms WMA,EMM MacLean Bottoms WMA
Emmons,EMM,MacLean Bottoms WMA,MacLean Bottoms WMA,EMM MacLean Bottoms WMA
Emmons,EMM,EMM Schiermeister WPA,Schiermeister WPA,EMM Schiermeister WPA
Emmons,EMM,Schiermeister WPA,Schiermeister WPA,EMM Schiermeister WPA
Emmons,EMM,EMM Vander Vorst,Vander Vorst,EMM Vander Vorst
Emmons,EMM,Vander Vorst,Vander Vorst,EMM Vander Vorst
Foster,FOS,FOS 147-062-26,147-062-26,FOS 147-062-26
Foster,FOS,FOS-147-062-26,147-062-26,FOS 147-062-26
Foster,FOS,FOS-147-063-22,147-063-22,FOS 147-063-22
Foster,FOS,FOS-147-064-16,147-064-16,FOS 147-064-16
Foster,FOS,Barlow,Barlow WPA,FOS Barlow WPA
Foster,FOS,Barlow WPA,Barlow WPA,FOS Barlow WPA
Foster,FOS,FOS Barlow WPA,Barlow WPA,FOS Barlow WPA
Foster,FOS,FOS George Karpen WMA,George Karpen WMA,FOS George Karpen WMA
Foster,FOS,George Karpen,George Karpen WMA,FOS George Karpen WMA
Foster,FOS,George Karpen WMA,George Karpen WMA,FOS George Karpen WMA
Foster,FOS,FOS Gussiaas,Gussiaas,FOS Gussiaas
Foster,FOS,Gussiaas,Gussiaas,FOS Gussiaas
Foster,FOS,FOS Leppke,Leppke,FOS Leppke
Foster,FOS,Leppke,Leppke,FOS Leppke
Foster,FOS,FOS Lutz East,Lutz East,FOS Lutz East
Foster,FOS,Lutz East,Lutz East,FOS Lutz East
Foster,FOS,FOS Lutz West,Lutz West,FOS Lutz West
Foster,FOS,Lutz West,Lutz West,FOS Lutz West
Foster,FOS,Lutz West ,Lutz West,FOS Lutz West
Grand Forks,GFO,GFO 151-056-16,151-056-16,GFO 151-056-16
Grand Forks,GFO,GFO-151-056-16,151-056-16,GFO 151-056-16
Grand Forks,GFO,Agnes Marsh WPA,Agnes Marsh WPA,GFO Agnes Marsh WPA
Grand Forks,GFO,GFO Agnes Marsh WPA,Agnes Marsh WPA,GFO Agnes Marsh WPA
Grand Forks,GFO,Crawford Oakville Prairie WMA,Crawford Oakville Prairie WMA,GFO Crawford Oakville Prairie WMA
Grand Forks,GFO,GFO Crawford Oakville Prairie WMA,Crawford Oakville Prairie WMA,GFO Crawford Oakville Prairie WMA
Grand Forks,GFO,GFO Mekinock WPA,Mekinock WPA,GFO Mekinock WPA
Grand Forks,GFO,Mekinock,Mekinock WPA,GFO Mekinock WPA
Grand Forks,GFO,Mekinock WPA,Mekinock WPA,GFO Mekinock WPA
Grand Forks,GFO,GFO Prairie Chicken WMA,Prairie Chicken WMA,GFO Prairie Chicken WMA
Grand Forks,GFO,Prairie Chicken ,Prairie Chicken WMA,GFO Prairie Chicken WMA
Grand Forks,GFO,Prairie Chicken WMA,Prairie Chicken WMA,GFO Prairie Chicken WMA
Grand Forks,GFO,GFO Sproule North,Sproule North,GFO Sproule North
Grand Forks,GFO,Sproule North,Sproule North,GFO Sproule North
Grand Forks,GFO,GFO Sproule South,Sproule South,GFO Sproule South
Grand Forks,GFO,GFO-Sproule South,Sproule South,GFO Sproule South
Grand Forks,GFO,Stewart Lake WPA,Stewart Lake WPA,GFO Stewart Lake WPA
Grand Forks,GFO,Tennison WPA,Tennison WPA,GFO Tennison WPA
Golden Valley,GOL,GOL 136-106-36,136-106-36,GOL 136-106-36
Golden Valley,GOL,GOL-136-106-36,136-106-36,GOL 136-106-36
Golden Valley,GOL,GOL-139-105-36,139-105-36,GOL 139-105-36
Golden Valley,GOL,GOL 140-104-36,140-104-36,GOL 140-104-36
Golden Valley,GOL,GOL-140-104-36,140-104-36,GOL 140-104-36
Golden Valley,GOL,GOL 144-105-36,144-105-36,GOL 144-105-36
Golden Valley,GOL,GOL-144-105-36,144-105-36,GOL 144-105-36
Golden Valley,GOL,GOL Little Missouri NG 1,Little Missouri NG 1,GOL Little Missouri NG 1
Golden Valley,GOL,GOL-Little Missouri NG 1,Little Missouri NG 1,GOL Little Missouri NG 1
Golden Valley,GOL,GOL Little Missouri NG 2,Little Missouri NG 2,GOL Little Missouri NG 2
Golden Valley,GOL,GOL Little MIssouri NG 2,Little Missouri NG 2,GOL Little Missouri NG 2
Golden Valley,GOL,GOL-Little Missouri NG 2,Little Missouri NG 2,GOL Little Missouri NG 2
Golden Valley,GOL,GOL Little Missouri NG 3,Little Missouri NG 3,GOL Little Missouri NG 3
Golden Valley,GOL,GOL Little MIssouri NG 3,Little Missouri NG 3,GOL Little Missouri NG 3
Golden Valley,GOL,GOL-Little Missouri NG 3,Little Missouri NG 3,GOL Little Missouri NG 3
Golden Valley,GOL,GOL-Little Missouri NG 4,Little Missouri NG 4,GOL Little Missouri NG 4
Golden Valley,GOL,GOL Stedman,Stedman,GOL Stedman
Golden Valley,GOL,Stedman,Stedman,GOL Stedman
Grant,GRA,GRA-132-089-13,132-089-13,GRA 132-089-13
Grant,GRA,GRA 133-083-16,133-083-16,GRA 133-083-16
Grant,GRA,GRA-133-083-16,133-083-16,GRA 133-083-16
Grant,GRA,GRA 137-088-16,137-088-16,GRA 137-088-16
Grant,GRA,GRA-137-088-16,137-088-16,GRA 137-088-16
Grant,GRA,GRA Cedar River NG 1,Cedar River NG 1,GRA Cedar River NG 1
Grant,GRA,GRA-Cedar River NG 1,Cedar River NG 1,GRA Cedar River NG 1
Grant,GRA,Grant Cedar River,Cedar River NG 1,GRA Cedar River NG 1
Grant,GRA,Gaugler CRP,Gaugler CRP,GRA Gaugler CRP
Grant,GRA,GRA Gaugler CRP,Gaugler CRP,GRA Gaugler CRP
Grant,GRA,Gaugler North,Gaugler North,GRA Gaugler North
Grant,GRA,GRA Gaugler North,Gaugler North,GRA Gaugler North
Grant,GRA,Gaugler South,Gaugler South,GRA Gaugler South
Grant,GRA,GRA Gaugler South,Gaugler South,GRA Gaugler South
Grant,GRA,GRA Otter Creek WMA,Otter Creek WMA,GRA Otter Creek WMA
Grant,GRA,Grant Otter Creek,Otter Creek WMA,GRA Otter Creek WMA
Grant,GRA,Otter Creek WMA,Otter Creek WMA,GRA Otter Creek WMA
Grant,GRA,Three Buttes WMA,Three Buttes WMA,GRA Three Buttes WMA
Griggs,GRI,GRI 148-061-16,148-061-16,GRI 148-061-16
Griggs,GRI,GRI-148-061-16,148-061-16,GRI 148-061-16
Griggs,GRI,GRI 148-061-36,148-061-36,GRI 148-061-36
Griggs,GRI,GRI-148-061-36,148-061-36,GRI 148-061-36
Griggs,GRI,Evers WPA,Evers WPA,GRI Evers WPA
Griggs,GRI,GRI Evers WPA,Evers WPA,GRI Evers WPA
Griggs,GRI,GRI Jackson,Jackson,GRI Jackson
Griggs,GRI,Jackson,Jackson,GRI Jackson
Griggs,GRI,GRI-Larson WPA,Larson WPA,GRI Larson WPA
Griggs,GRI,GRI Sibley Lake NWR,Sibley Lake NWR,GRI Sibley Lake NWR
Griggs,GRI,Sibley Lake NWR,Sibley Lake NWR,GRI Sibley Lake NWR
Griggs,GRI,SIBLEY LAKE NWR,Sibley Lake NWR,GRI Sibley Lake NWR
Griggs,GRI,GRI Southward,Southward,GRI Southward
Griggs,GRI,Southward,Southward,GRI Southward
Griggs,GRI,Southward Old Pasture,Southward Old Pasture,GRI Southward Old Pasture
Griggs,GRI,GRI Southward South,Southward South,GRI Southward South
